0.000000,
395.567444,
-1178.101318,
-799.391602,
-1975.784424,
-253.433868,
1269.075439,
2064.458740,
2196.653320,
1927.718140,
469.088226,
-2096.906738,
-3940.160645,
-814.230896,
2000.171021,
4243.376953,
1855.811035,
3788.263428,
3051.686279,
-118.854218,
1726.246948,
954.331909,
1231.723145,
2507.106689,
6363.687012,
1964.592896,
4749.527832,
-189.611435,
-1507.175659,
-1038.876831,
-2493.117188,
5641.954590,
11986.495117,
9710.252930,
7118.032227,
2637.673096,
-2221.522217,
1266.500122,
4561.371094,
8055.157227,
8867.831055,
12503.465820,
14062.231445,
7617.232910,
12562.020508,
-5122.254883,
4669.086914,
11877.199219,
44168.191406,
34945.617188,
26743.595703,
15857.059570,
-6811.696289,
-14941.537109,
22203.160156,
22650.251953,
91983.132812,
109444.539062,
153849.828125,
39830.941406,
864468.250000,
35426.507812,
-44604.238281,
-74254.234375,
-52578.929688,
-83591.539062,
-42177.195312,
-34914.429688,
-21756.240234,
6614.886230,
-3130.239990,
-16066.735352,
-12804.584961,
-27685.029297,
-32693.679688,
-14774.565430,
-587.776672,
5199.441895,
5557.068848,
-6593.900391,
-15841.097656,
-19947.083984,
-17361.074219,
-12370.364258,
-4951.833008,
711.074707,
2.962051,
-3399.191650,
-9202.834961,
-15794.714844,
-19299.328125,
-7347.209961,
-4109.053223,
4192.771484,
4359.412109,
-1903.349976,
-9648.302734,
-13404.991211,
-14874.386719,
-10797.929688,
-4140.783691,
2835.642334,
594.902527,
-3230.690918,
-5086.625977,
-9070.895508,
-10485.207031,
-8251.550781,
-3540.524902,
-224.029831,
1102.680542,
-2541.753174,
-4453.170898,
-6571.604492,
-7813.435059,
-6922.409668,
-2737.421631,
451.693420,
2223.776367,
428.863342,
1397.228149,
-7437.336914,
-9864.046875,
-9806.849609,
-5858.970703,
-2123.813232,
1076.662476,
336.018311,
-1790.904541,
-5710.355957,
-8500.103516,
-6808.852539,
-4347.409180,
-1645.212402,
-19.678864,
-1008.026611,
-1645.638428,
-4975.446777,
-6992.258789,
-6015.959961,
-4372.395996,
-2017.647095,
-695.985168,
600.585938,
-2110.640137,
-4314.398438,
-5394.091309,
-5793.448730,
-4375.264160,
-2203.647705,
-427.487213,
-640.673218,
-632.402771,
-3015.989258,
-4563.623535,
-5710.528320,
-4575.862305,
-2622.640869,
-412.752747,
221.145996,
687.141052,
-2878.052246,
-4799.081543,
-5351.445801,
-4707.901855,
-2799.910156,
-1274.238770,
-164.010666,
-59.595543,
-2827.684814,
-4016.525146,
-4893.688965,
-5535.112793,
-3827.775879,
-1314.678955,
-901.987671,
1088.541626,
-413.459473,
-2155.472168,
2994.045410,
-25466.349609,
-251.790741,
7169.539551,
2798.374512,
-292.745300,
-3786.715088,
-4832.208496,
-6057.210449,
-3903.374756,
-1505.321899,
886.801208,
990.682739,
679.558960,
-2431.755859,
-4023.691895,
-5665.332031,
-4514.741211,
-2673.228760,
-452.571716,
161.967163,
-493.304108,
-1444.697021,
-2928.796875,
-4039.930664,
-4621.375000,
-2893.833008,
-1078.397217,
523.705505,
192.620819,
-941.542664,
-3443.362549,
-3988.142822,
-4171.086426,
-2803.143066,
-1314.104370,
-63.172363,
617.283264,
-1120.750977,
-2716.694092,
-3919.725830,
-3740.157227,
-2662.028564,
-1509.978271,
478.376740,
244.643555,
-590.945129,
-2068.883301,
-3295.678467,
-3683.643555,
-2750.096680,
-1529.101196,
-138.265335,
539.806946,
-151.537628,
-1288.657593,
-3023.971924,
-3071.345947,
-3025.280518,
-1624.388550,
-1231.878418,
2194.244141,
-1010.871643,
-2917.618652,
-4131.337891,
-3615.809570,
-3378.917969,
-1282.363037,
146.873260,
305.155212,
-75.434769,
-1084.714722,
-2702.354004,
-3516.549316,
-3645.259277,
-2034.562622,
-24.497345,
364.244507,
-16.779099,
-796.963501,
-2820.217529,
-3191.595947,
-3345.872559,
-2600.686279,
-1273.993530,
266.026459,
178.778320,
-768.334717,
-2295.780762,
-3229.430176,
-3245.558838,
-2060.167725,
-686.512695,
281.196350,
266.443634,
-430.389984,
-2613.587891,
-3005.920898,
-2548.882568,
-2567.332764,
-901.489319,
-636.734863,
144.865524,
-756.875916,
-1694.410889,
-2607.263672,
-2767.670898,
-2360.580078,
-1073.470947,
-61.753189,
848.130127,
-206.732162,
-1583.942871,
-2535.711914,
-2747.843750,
-1842.469238,
-764.917786,
-207.199814,
34.104919,
-23.747681,
-5036.441895,
3750.993652,
-3421.126465,
-5029.650879,
-3028.590820,
-426.053528,
969.102722,
573.708801,
-236.328171,
-2560.927002,
-2662.690186,
-3618.465088,
-1794.188843,
76.621964,
775.244385,
387.848907,
-96.616531,
-1896.082520,
-2925.515137,
-2014.023438,
-1563.743774,
-605.243408,
168.562271,
-198.566589,
-565.873840,
-1980.609619,
-2216.512207,
-2710.154297,
-1948.803833,
-1068.899292,
328.436188,
249.979965,
-347.753143,
-1346.554321,
-2293.751953,
-2123.823730,
-1747.650757,
-1001.468262,
-263.910706,
124.490509,
-675.377563,
-961.483521,
-1530.696533,
-2125.074951,
-1784.712402,
-1042.381104,
375.850494,
410.459229,
-284.099091,
-776.265137,
-1526.169556,
-2481.366943,
-2347.164062,
-2197.189453,
-92.376442,
1225.597046,
264.412933,
-17.252594,
-2135.604736,
-2409.416504,
-3503.090820,
-2046.640381,
-1710.783081,
-173.402328,
-367.612976,
-280.459167,
-1776.080811,
-2346.970215,
-1863.527954,
-1081.011230,
105.627510,
